Dist Code,Year,State Code,State Name,Dist Name,RICE YIELD (Kg per ha),yield_clean
97,2005,7,Maharashtra,Raigarh,2278.0,2278.0
97,2006,7,Maharashtra,Raigarh,2379.0,2379.0
97,2007,7,Maharashtra,Raigarh,2514.0,2514.0
97,2008,7,Maharashtra,Raigarh,2720.0,2720.0
97,2009,7,Maharashtra,Raigarh,2526.0,2526.0
97,2010,7,Maharashtra,Raigarh,2370.0,2370.0
97,2011,7,Maharashtra,Raigarh,2415.0,2415.0
97,2012,7,Maharashtra,Raigarh,2606.0,2606.0
97,2013,7,Maharashtra,Raigarh,2861.0,2861.0
97,2014,7,Maharashtra,Raigarh,2800.0,2800.0
97,2015,7,Maharashtra,Raigarh,2940.0,2940.0
97,2016,7,Maharashtra,Raigarh,2728.0,2728.0
97,2017,7,Maharashtra,Raigarh,2721.0,2721.0
97,2018,7,Maharashtra,Raigarh,2841.0,2841.0
97,2019,7,Maharashtra,Raigarh,1976.0,1976.0
98,1990,7,Maharashtra,Ratnagiri,2224.0,2224.0
98,1991,7,Maharashtra,Ratnagiri,2430.0,2430.0
98,1992,7,Maharashtra,Ratnagiri,2116.0,2116.0
98,1993,7,Maharashtra,Ratnagiri,2344.0,2344.0
98,1994,7,Maharashtra,Ratnagiri,2213.0,2213.0
98,1995,7,Maharashtra,Ratnagiri,2447.0,2447.0
98,1996,7,Maharashtra,Ratnagiri,2568.0,2568.0
98,1997,7,Maharashtra,Ratnagiri,2324.0,2324.0
98,1998,7,Maharashtra,Ratnagiri,2794.0,2794.0
98,1999,7,Maharashtra,Ratnagiri,2413.0,2413.0
98,2000,7,Maharashtra,Ratnagiri,2121.0,2121.0
98,2001,7,Maharashtra,Ratnagiri,2671.0,2671.0
98,2002,7,Maharashtra,Ratnagiri,1892.0,1892.0
98,2003,7,Maharashtra,Ratnagiri,3011.0,3011.0
98,2004,7,Maharashtra,Ratnagiri,2361.0,2361.0
98,2005,7,Maharashtra,Ratnagiri,2528.0,2528.0
98,2006,7,Maharashtra,Ratnagiri,2708.0,2708.0
98,2007,7,Maharashtra,Ratnagiri,2562.0,2562.0
98,2008,7,Maharashtra,Ratnagiri,2597.0,2597.0
98,2009,7,Maharashtra,Ratnagiri,2623.0,2623.0
98,2010,7,Maharashtra,Ratnagiri,2860.0,2860.0
98,2011,7,Maharashtra,Ratnagiri,2921.0,2921.0
98,2012,7,Maharashtra,Ratnagiri,2909.0,2909.0
98,2013,7,Maharashtra,Ratnagiri,2957.0,2957.0
98,2014,7,Maharashtra,Ratnagiri,3041.0,3041.0
98,2015,7,Maharashtra,Ratnagiri,2452.0,2452.0
98,2016,7,Maharashtra,Ratnagiri,3138.0,3138.0
98,2017,7,Maharashtra,Ratnagiri,2984.0,2984.0
98,2018,7,Maharashtra,Ratnagiri,3166.0,3166.0
98,2019,7,Maharashtra,Ratnagiri,3164.0,3164.0
99,1990,7,Maharashtra,Nasik,1058.0,1058.0
99,1991,7,Maharashtra,Nasik,769.0,769.0
99,1992,7,Maharashtra,Nasik,1175.0,1175.0
99,1993,7,Maharashtra,Nasik,1256.0,1256.0
99,1994,7,Maharashtra,Nasik,1237.0,1237.0
99,1995,7,Maharashtra,Nasik,956.0,956.0
99,1996,7,Maharashtra,Nasik,1440.0,1440.0
99,1997,7,Maharashtra,Nasik,1337.0,1337.0
99,1998,7,Maharashtra,Nasik,1254.0,1254.0
99,1999,7,Maharashtra,Nasik,1197.0,1197.0
99,2000,7,Maharashtra,Nasik,873.0,873.0
99,2001,7,Maharashtra,Nasik,1208.0,1208.0
99,2002,7,Maharashtra,Nasik,894.0,894.0
99,2003,7,Maharashtra,Nasik,1310.0,1310.0
99,2004,7,Maharashtra,Nasik,1382.0,1382.0
99,2005,7,Maharashtra,Nasik,1167.0,1167.0
99,2006,7,Maharashtra,Nasik,1012.0,1012.0
99,2007,7,Maharashtra,Nasik,1352.0,1352.0
99,2008,7,Maharashtra,Nasik,1285.0,1285.0
99,2009,7,Maharashtra,Nasik,392.0,392.0
99,2010,7,Maharashtra,Nasik,407.0,407.0
99,2011,7,Maharashtra,Nasik,1237.0,1237.0
99,2012,7,Maharashtra,Nasik,1190.0,1190.0
99,2013,7,Maharashtra,Nasik,1285.0,1285.0
99,2014,7,Maharashtra,Nasik,1218.0,1218.0
99,2015,7,Maharashtra,Nasik,1453.0,1453.0
99,2016,7,Maharashtra,Nasik,2028.0,2028.0
99,2017,7,Maharashtra,Nasik,2119.0,2119.0
99,2018,7,Maharashtra,Nasik,1709.0,1709.0
99,2019,7,Maharashtra,Nasik,1187.0,1187.0
100,1990,7,Maharashtra,Dhule,926.0,926.0
100,1991,7,Maharashtra,Dhule,565.0,565.0
100,1992,7,Maharashtra,Dhule,691.0,691.0
100,1993,7,Maharashtra,Dhule,880.0,880.0
100,1994,7,Maharashtra,Dhule,831.0,831.0
100,1995,7,Maharashtra,Dhule,575.0,575.0
100,1996,7,Maharashtra,Dhule,947.0,947.0
100,1997,7,Maharashtra,Dhule,836.0,836.0
100,1998,7,Maharashtra,Dhule,602.0,602.0
100,1999,7,Maharashtra,Dhule,959.0,959.0
100,2000,7,Maharashtra,Dhule,367.0,367.0
100,2001,7,Maharashtra,Dhule,1143.0,1143.0
100,2002,7,Maharashtra,Dhule,808.0,808.0
100,2003,7,Maharashtra,Dhule,1380.0,1380.0
100,2004,7,Maharashtra,Dhule,1059.0,1059.0
100,2005,7,Maharashtra,Dhule,980.0,980.0
100,2006,7,Maharashtra,Dhule,412.0,412.0
100,2007,7,Maharashtra,Dhule,802.0,802.0
100,2008,7,Maharashtra,Dhule,556.0,556.0
100,2009,7,Maharashtra,Dhule,482.0,482.0
100,2010,7,Maharashtra,Dhule,1334.0,1334.0
100,2011,7,Maharashtra,Dhule,671.0,671.0
100,2012,7,Maharashtra,Dhule,960.0,960.0
100,2013,7,Maharashtra,Dhule,1260.0,1260.0
100,2015,7,Maharashtra,Dhule,1174.0,1174.0
100,2016,7,Maharashtra,Dhule,1641.0,1641.0
100,2017,7,Maharashtra,Dhule,2014.0,2014.0
100,2018,7,Maharashtra,Dhule,1354.0,1354.0
100,2019,7,Maharashtra,Dhule,1425.0,1425.0
101,1990,7,Maharashtra,Jalgaon,684.0,684.0
101,1991,7,Maharashtra,Jalgaon,851.0,851.0
101,1992,7,Maharashtra,Jalgaon,1176.0,1176.0
101,1993,7,Maharashtra,Jalgaon,1083.0,1083.0
101,1994,7,Maharashtra,Jalgaon,1000.0,1000.0
101,1995,7,Maharashtra,Jalgaon,938.0,938.0
101,1996,7,Maharashtra,Jalgaon,1176.0,1176.0
101,1997,7,Maharashtra,Jalgaon,941.0,941.0
101,1998,7,Maharashtra,Jalgaon,1056.0,1056.0
101,1999,7,Maharashtra,Jalgaon,944.0,944.0
101,2000,7,Maharashtra,Jalgaon,1235.0,1235.0
101,2001,7,Maharashtra,Jalgaon,583.0,583.0
101,2002,7,Maharashtra,Jalgaon,889.0,889.0
101,2003,7,Maharashtra,Jalgaon,1222.0,1222.0
101,2004,7,Maharashtra,Jalgaon,1000.0,1000.0
101,2005,7,Maharashtra,Jalgaon,1500.0,1500.0
101,2006,7,Maharashtra,Jalgaon,1000.0,1000.0
101,2007,7,Maharashtra,Jalgaon,1400.0,1400.0
101,2009,7,Maharashtra,Jalgaon,450.0,450.0
101,2011,7,Maharashtra,Jalgaon,1500.0,1500.0
102,1990,7,Maharashtra,Ahmednagar,947.0,947.0
102,1991,7,Maharashtra,Ahmednagar,939.0,939.0
102,1992,7,Maharashtra,Ahmednagar,1284.0,1284.0
102,1993,7,Maharashtra,Ahmednagar,842.0,842.0
102,1994,7,Maharashtra,Ahmednagar,882.0,882.0
102,1995,7,Maharashtra,Ahmednagar,1603.0,1603.0
102,1996,7,Maharashtra,Ahmednagar,1333.0,1333.0
102,1997,7,Maharashtra,Ahmednagar,1223.0,1223.0
102,1998,7,Maharashtra,Ahmednagar,1321.0,1321.0
102,1999,7,Maharashtra,Ahmednagar,1404.0,1404.0
102,2000,7,Maharashtra,Ahmednagar,691.0,691.0
102,2001,7,Maharashtra,Ahmednagar,562.0,562.0
102,2002,7,Maharashtra,Ahmednagar,230.0,230.0
102,2003,7,Maharashtra,Ahmednagar,776.0,776.0
102,2004,7,Maharashtra,Ahmednagar,725.0,725.0
102,2005,7,Maharashtra,Ahmednagar,438.0,438.0
102,2006,7,Maharashtra,Ahmednagar,786.0,786.0
102,2007,7,Maharashtra,Ahmednagar,1191.0,1191.0
102,2008,7,Maharashtra,Ahmednagar,978.0,978.0
102,2009,7,Maharashtra,Ahmednagar,378.0,378.0
102,2010,7,Maharashtra,Ahmednagar,937.0,937.0
102,2011,7,Maharashtra,Ahmednagar,987.0,987.0
102,2012,7,Maharashtra,Ahmednagar,615.0,615.0
102,2013,7,Maharashtra,Ahmednagar,2405.0,2405.0
102,2014,7,Maharashtra,Ahmednagar,256.0,256.0
102,2015,7,Maharashtra,Ahmednagar,1229.0,1229.0
102,2016,7,Maharashtra,Ahmednagar,1747.0,1747.0
102,2017,7,Maharashtra,Ahmednagar,2302.0,2302.0
102,2018,7,Maharashtra,Ahmednagar,413.0,413.0
102,2019,7,Maharashtra,Ahmednagar,1123.0,1123.0
103,1990,7,Maharashtra,Pune,1388.0,1388.0
103,1991,7,Maharashtra,Pune,1048.0,1048.0
103,1992,7,Maharashtra,Pune,1321.0,1321.0
103,1993,7,Maharashtra,Pune,854.0,854.0
103,1994,7,Maharashtra,Pune,1182.0,1182.0
103,1995,7,Maharashtra,Pune,1518.0,1518.0
103,1996,7,Maharashtra,Pune,1364.0,1364.0
103,1997,7,Maharashtra,Pune,1105.0,1105.0
103,1998,7,Maharashtra,Pune,1212.0,1212.0
103,1999,7,Maharashtra,Pune,1446.0,1446.0
103,2000,7,Maharashtra,Pune,1175.0,1175.0
103,2001,7,Maharashtra,Pune,1462.0,1462.0
103,2002,7,Maharashtra,Pune,693.0,693.0
103,2003,7,Maharashtra,Pune,1402.0,1402.0
103,2004,7,Maharashtra,Pune,1259.0,1259.0
103,2005,7,Maharashtra,Pune,1144.0,1144.0
103,2006,7,Maharashtra,Pune,1078.0,1078.0
103,2007,7,Maharashtra,Pune,1245.0,1245.0
103,2008,7,Maharashtra,Pune,1234.0,1234.0
103,2009,7,Maharashtra,Pune,818.0,818.0
103,2010,7,Maharashtra,Pune,1181.0,1181.0
103,2011,7,Maharashtra,Pune,1381.0,1381.0
103,2012,7,Maharashtra,Pune,1368.0,1368.0
103,2013,7,Maharashtra,Pune,1866.0,1866.0
103,2014,7,Maharashtra,Pune,1658.0,1658.0
103,2015,7,Maharashtra,Pune,1965.0,1965.0
103,2016,7,Maharashtra,Pune,2157.0,2157.0
103,2017,7,Maharashtra,Pune,2385.0,2385.0
103,2018,7,Maharashtra,Pune,1833.0,1833.0
103,2019,7,Maharashtra,Pune,1809.0,1809.0
104,1990,7,Maharashtra,Satara,1722.0,1722.0
104,1991,7,Maharashtra,Satara,1899.0,1899.0
104,1992,7,Maharashtra,Satara,1549.0,1549.0
104,1993,7,Maharashtra,Satara,1961.0,1961.0
104,1994,7,Maharashtra,Satara,1683.0,1683.0
104,1995,7,Maharashtra,Satara,1553.0,1553.0
104,1996,7,Maharashtra,Satara,2317.0,2317.0
104,1997,7,Maharashtra,Satara,1563.0,1563.0
104,1998,7,Maharashtra,Satara,2414.0,2414.0
104,1999,7,Maharashtra,Satara,1616.0,1616.0
104,2000,7,Maharashtra,Satara,1169.0,1169.0
104,2001,7,Maharashtra,Satara,1731.0,1731.0
104,2002,7,Maharashtra,Satara,1568.0,1568.0
104,2003,7,Maharashtra,Satara,1661.0,1661.0
104,2004,7,Maharashtra,Satara,1653.0,1653.0
104,2005,7,Maharashtra,Satara,1683.0,1683.0
104,2006,7,Maharashtra,Satara,2073.0,2073.0
104,2007,7,Maharashtra,Satara,2065.0,2065.0
104,2008,7,Maharashtra,Satara,2199.0,2199.0
104,2009,7,Maharashtra,Satara,1520.0,1520.0
104,2010,7,Maharashtra,Satara,1619.0,1619.0
104,2011,7,Maharashtra,Satara,1644.0,1644.0
104,2012,7,Maharashtra,Satara,1373.0,1373.0
104,2013,7,Maharashtra,Satara,1500.0,1500.0
104,2014,7,Maharashtra,Satara,1790.0,1790.0
104,2015,7,Maharashtra,Satara,1512.0,1512.0
104,2016,7,Maharashtra,Satara,1747.0,1747.0
104,2017,7,Maharashtra,Satara,1812.0,1812.0
104,2018,7,Maharashtra,Satara,2318.0,2318.0
104,2019,7,Maharashtra,Satara,1438.0,1438.0
105,1990,7,Maharashtra,Sangli,1599.0,1599.0
105,1991,7,Maharashtra,Sangli,1861.0,1861.0
105,1992,7,Maharashtra,Sangli,2119.0,2119.0
105,1993,7,Maharashtra,Sangli,2087.0,2087.0
105,1994,7,Maharashtra,Sangli,1186.0,1186.0
105,1995,7,Maharashtra,Sangli,2397.0,2397.0
105,1996,7,Maharashtra,Sangli,2291.0,2291.0
105,1997,7,Maharashtra,Sangli,2058.0,2058.0
105,1998,7,Maharashtra,Sangli,3160.0,3160.0
105,1999,7,Maharashtra,Sangli,2637.0,2637.0
105,2000,7,Maharashtra,Sangli,2172.0,2172.0
105,2001,7,Maharashtra,Sangli,2667.0,2667.0
105,2002,7,Maharashtra,Sangli,1535.0,1535.0
105,2003,7,Maharashtra,Sangli,2532.0,2532.0
105,2004,7,Maharashtra,Sangli,2497.0,2497.0
105,2005,7,Maharashtra,Sangli,2182.0,2182.0
105,2006,7,Maharashtra,Sangli,1597.0,1597.0
105,2007,7,Maharashtra,Sangli,2332.0,2332.0
105,2008,7,Maharashtra,Sangli,2070.0,2070.0
105,2009,7,Maharashtra,Sangli,1875.0,1875.0
105,2010,7,Maharashtra,Sangli,2667.0,2667.0
105,2011,7,Maharashtra,Sangli,1862.0,1862.0
105,2012,7,Maharashtra,Sangli,1928.0,1928.0
105,2013,7,Maharashtra,Sangli,1759.0,1759.0
105,2014,7,Maharashtra,Sangli,2026.0,2026.0
105,2015,7,Maharashtra,Sangli,1920.0,1920.0
105,2016,7,Maharashtra,Sangli,2554.0,2554.0
105,2017,7,Maharashtra,Sangli,2312.0,2312.0
105,2018,7,Maharashtra,Sangli,2634.0,2634.0
105,2019,7,Maharashtra,Sangli,1268.0,1268.0
106,1990,7,Maharashtra,Solapur,875.0,875.0
106,1991,7,Maharashtra,Solapur,756.0,756.0
106,1992,7,Maharashtra,Solapur,1000.0,1000.0
106,1993,7,Maharashtra,Solapur,900.0,900.0
106,1994,7,Maharashtra,Solapur,778.0,778.0
106,1995,7,Maharashtra,Solapur,1050.0,1050.0
106,1996,7,Maharashtra,Solapur,1348.0,1348.0
106,1997,7,Maharashtra,Solapur,1091.0,1091.0
106,1998,7,Maharashtra,Solapur,1138.0,1138.0
106,1999,7,Maharashtra,Solapur,1313.0,1313.0
106,2000,7,Maharashtra,Solapur,1133.0,1133.0
106,2001,7,Maharashtra,Solapur,1333.0,1333.0
106,2002,7,Maharashtra,Solapur,600.0,600.0
106,2003,7,Maharashtra,Solapur,500.0,500.0
106,2004,7,Maharashtra,Solapur,250.0,250.0
106,2005,7,Maharashtra,Solapur,250.0,250.0
106,2006,7,Maharashtra,Solapur,250.0,250.0
106,2007,7,Maharashtra,Solapur,1100.0,1100.0
106,2008,7,Maharashtra,Solapur,1000.0,1000.0
106,2009,7,Maharashtra,Solapur,100.0,100.0
106,2010,7,Maharashtra,Solapur,329.0,329.0
106,2011,7,Maharashtra,Solapur,286.0,286.0
106,2012,7,Maharashtra,Solapur,225.0,225.0
106,2013,7,Maharashtra,Solapur,250.0,250.0
106,2014,7,Maharashtra,Solapur,250.0,250.0
106,2016,7,Maharashtra,Solapur,215.0,215.0
106,2017,7,Maharashtra,Solapur,117.0,117.0
106,2018,7,Maharashtra,Solapur,90.0,90.0
106,2019,7,Maharashtra,Solapur,157.0,157.0
107,1990,7,Maharashtra,Kolhapur,2515.0,2515.0
107,1991,7,Maharashtra,Kolhapur,2483.0,2483.0
107,1992,7,Maharashtra,Kolhapur,2616.0,2616.0
107,1993,7,Maharashtra,Kolhapur,2403.0,2403.0
107,1994,7,Maharashtra,Kolhapur,2317.0,2317.0
107,1995,7,Maharashtra,Kolhapur,2234.0,2234.0
107,1996,7,Maharashtra,Kolhapur,2708.0,2708.0
107,1997,7,Maharashtra,Kolhapur,2297.0,2297.0
107,1998,7,Maharashtra,Kolhapur,2726.0,2726.0
107,1999,7,Maharashtra,Kolhapur,2537.0,2537.0
107,2000,7,Maharashtra,Kolhapur,2190.0,2190.0
107,2001,7,Maharashtra,Kolhapur,2733.0,2733.0
107,2002,7,Maharashtra,Kolhapur,2212.0,2212.0
107,2003,7,Maharashtra,Kolhapur,2323.0,2323.0
107,2004,7,Maharashtra,Kolhapur,2532.0,2532.0
107,2005,7,Maharashtra,Kolhapur,2275.0,2275.0
107,2006,7,Maharashtra,Kolhapur,2594.0,2594.0
107,2007,7,Maharashtra,Kolhapur,3005.0,3005.0
107,2008,7,Maharashtra,Kolhapur,2510.0,2510.0
107,2009,7,Maharashtra,Kolhapur,2588.0,2588.0
107,2010,7,Maharashtra,Kolhapur,2885.0,2885.0
107,2011,7,Maharashtra,Kolhapur,2678.0,2678.0
107,2012,7,Maharashtra,Kolhapur,2617.0,2617.0
107,2013,7,Maharashtra,Kolhapur,3119.0,3119.0
107,2014,7,Maharashtra,Kolhapur,3029.0,3029.0
107,2015,7,Maharashtra,Kolhapur,2461.0,2461.0
107,2016,7,Maharashtra,Kolhapur,3483.0,3483.0
107,2017,7,Maharashtra,Kolhapur,3054.0,3054.0
107,2018,7,Maharashtra,Kolhapur,3077.0,3077.0
107,2019,7,Maharashtra,Kolhapur,2437.0,2437.0
108,1990,7,Maharashtra,Aurangabad,760.0,760.0
108,1991,7,Maharashtra,Aurangabad,318.0,318.0
108,1992,7,Maharashtra,Aurangabad,733.0,733.0
108,1993,7,Maharashtra,Aurangabad,800.0,800.0
108,1994,7,Maharashtra,Aurangabad,722.0,722.0
108,1995,7,Maharashtra,Aurangabad,417.0,417.0
108,1996,7,Maharashtra,Aurangabad,813.0,813.0
108,1997,7,Maharashtra,Aurangabad,1733.0,1733.0
108,1998,7,Maharashtra,Aurangabad,500.0,500.0
108,1999,7,Maharashtra,Aurangabad,444.0,444.0
108,2000,7,Maharashtra,Aurangabad,667.0,667.0
108,2001,7,Maharashtra,Aurangabad,600.0,600.0
108,2002,7,Maharashtra,Aurangabad,333.0,333.0
108,2003,7,Maharashtra,Aurangabad,333.0,333.0
108,2004,7,Maharashtra,Aurangabad,667.0,667.0
108,2005,7,Maharashtra,Aurangabad,1000.0,1000.0
108,2006,7,Maharashtra,Aurangabad,1000.0,1000.0
108,2010,7,Maharashtra,Aurangabad,2000.0,2000.0
108,2016,7,Maharashtra,Aurangabad,477.0,477.0
108,2019,7,Maharashtra,Aurangabad,200.0,200.0
109,1990,7,Maharashtra,Parbhani,992.0,992.0
109,1991,7,Maharashtra,Parbhani,395.0,395.0
109,1992,7,Maharashtra,Parbhani,791.0,791.0
109,1993,7,Maharashtra,Parbhani,815.0,815.0
109,1994,7,Maharashtra,Parbhani,861.0,861.0
109,1995,7,Maharashtra,Parbhani,612.0,612.0
109,1996,7,Maharashtra,Parbhani,668.0,668.0
109,1997,7,Maharashtra,Parbhani,461.0,461.0
109,1998,7,Maharashtra,Parbhani,450.0,450.0
109,1999,7,Maharashtra,Parbhani,462.0,462.0
109,2000,7,Maharashtra,Parbhani,344.0,344.0
109,2001,7,Maharashtra,Parbhani,552.0,552.0
109,2002,7,Maharashtra,Parbhani,500.0,500.0
109,2003,7,Maharashtra,Parbhani,375.0,375.0
109,2004,7,Maharashtra,Parbhani,313.0,313.0
109,2005,7,Maharashtra,Parbhani,386.0,386.0
109,2006,7,Maharashtra,Parbhani,410.0,410.0
109,2007,7,Maharashtra,Parbhani,388.0,388.0
109,2008,7,Maharashtra,Parbhani,328.0,328.0
109,2009,7,Maharashtra,Parbhani,371.0,371.0
109,2010,7,Maharashtra,Parbhani,455.0,455.0
109,2011,7,Maharashtra,Parbhani,353.0,353.0
109,2012,7,Maharashtra,Parbhani,93.0,93.0
109,2013,7,Maharashtra,Parbhani,429.0,429.0
109,2016,7,Maharashtra,Parbhani,200.0,200.0
109,2018,7,Maharashtra,Parbhani,200.0,200.0
109,2019,7,Maharashtra,Parbhani,100.0,100.0
110,1990,7,Maharashtra,Bid,800.0,800.0
110,1991,7,Maharashtra,Bid,253.0,253.0
110,1992,7,Maharashtra,Bid,705.0,705.0
110,1993,7,Maharashtra,Bid,750.0,750.0
110,1994,7,Maharashtra,Bid,778.0,778.0
110,1995,7,Maharashtra,Bid,426.0,426.0
110,1996,7,Maharashtra,Bid,761.0,761.0
110,1997,7,Maharashtra,Bid,1538.0,1538.0
110,1998,7,Maharashtra,Bid,400.0,400.0
110,1999,7,Maharashtra,Bid,455.0,455.0
110,2000,7,Maharashtra,Bid,588.0,588.0
110,2001,7,Maharashtra,Bid,625.0,625.0
110,2002,7,Maharashtra,Bid,250.0,250.0
110,2003,7,Maharashtra,Bid,400.0,400.0
110,2004,7,Maharashtra,Bid,261.0,261.0
110,2005,7,Maharashtra,Bid,409.0,409.0
110,2006,7,Maharashtra,Bid,750.0,750.0
110,2007,7,Maharashtra,Bid,467.0,467.0
110,2008,7,Maharashtra,Bid,400.0,400.0
110,2009,7,Maharashtra,Bid,283.0,283.0
110,2010,7,Maharashtra,Bid,425.0,425.0
110,2011,7,Maharashtra,Bid,467.0,467.0
110,2012,7,Maharashtra,Bid,450.0,450.0
110,2013,7,Maharashtra,Bid,600.0,600.0
110,2014,7,Maharashtra,Bid,250.0,250.0
110,2016,7,Maharashtra,Bid,700.0,700.0
110,2017,7,Maharashtra,Bid,462.0,462.0
110,2018,7,Maharashtra,Bid,310.0,310.0
110,2019,7,Maharashtra,Bid,125.0,125.0
111,1990,7,Maharashtra,Nanded,980.0,980.0
111,1991,7,Maharashtra,Nanded,292.0,292.0
111,1992,7,Maharashtra,Nanded,734.0,734.0
111,1993,7,Maharashtra,Nanded,1000.0,1000.0
111,1994,7,Maharashtra,Nanded,860.0,860.0
111,1995,7,Maharashtra,Nanded,576.0,576.0
111,1996,7,Maharashtra,Nanded,759.0,759.0
111,1997,7,Maharashtra,Nanded,588.0,588.0
111,1998,7,Maharashtra,Nanded,625.0,625.0
111,1999,7,Maharashtra,Nanded,598.0,598.0
111,2000,7,Maharashtra,Nanded,753.0,753.0
111,2001,7,Maharashtra,Nanded,1021.0,1021.0
111,2002,7,Maharashtra,Nanded,635.0,635.0
111,2003,7,Maharashtra,Nanded,575.0,575.0
111,2004,7,Maharashtra,Nanded,500.0,500.0
111,2005,7,Maharashtra,Nanded,429.0,429.0
111,2006,7,Maharashtra,Nanded,603.0,603.0
111,2007,7,Maharashtra,Nanded,721.0,721.0
111,2008,7,Maharashtra,Nanded,525.0,525.0
111,2009,7,Maharashtra,Nanded,266.0,266.0
111,2010,7,Maharashtra,Nanded,521.0,521.0
111,2011,7,Maharashtra,Nanded,375.0,375.0
111,2012,7,Maharashtra,Nanded,523.0,523.0
111,2013,7,Maharashtra,Nanded,500.0,500.0
111,2014,7,Maharashtra,Nanded,125.0,125.0
111,2015,7,Maharashtra,Nanded,250.0,250.0
111,2016,7,Maharashtra,Nanded,1857.0,1857.0
111,2017,7,Maharashtra,Nanded,1485.0,1485.0
111,2018,7,Maharashtra,Nanded,1399.0,1399.0
111,2019,7,Maharashtra,Nanded,1301.0,1301.0
112,1990,7,Maharashtra,Osmanabad,961.0,961.0
112,1991,7,Maharashtra,Osmanabad,243.0,243.0
112,1992,7,Maharashtra,Osmanabad,683.0,683.0
112,1993,7,Maharashtra,Osmanabad,728.0,728.0
112,1994,7,Maharashtra,Osmanabad,634.0,634.0
112,1995,7,Maharashtra,Osmanabad,405.0,405.0
112,1996,7,Maharashtra,Osmanabad,700.0,700.0
112,1997,7,Maharashtra,Osmanabad,282.0,282.0
112,1998,7,Maharashtra,Osmanabad,243.0,243.0
112,1999,7,Maharashtra,Osmanabad,559.0,559.0
112,2000,7,Maharashtra,Osmanabad,488.0,488.0
112,2001,7,Maharashtra,Osmanabad,152.0,152.0
112,2002,7,Maharashtra,Osmanabad,311.0,311.0
112,2003,7,Maharashtra,Osmanabad,144.0,144.0
112,2004,7,Maharashtra,Osmanabad,362.0,362.0
112,2005,7,Maharashtra,Osmanabad,376.0,376.0
112,2006,7,Maharashtra,Osmanabad,383.0,383.0
112,2007,7,Maharashtra,Osmanabad,416.0,416.0
112,2008,7,Maharashtra,Osmanabad,360.0,360.0
112,2009,7,Maharashtra,Osmanabad,608.0,608.0
112,2010,7,Maharashtra,Osmanabad,302.0,302.0
112,2011,7,Maharashtra,Osmanabad,383.0,383.0
112,2012,7,Maharashtra,Osmanabad,239.0,239.0
112,2013,7,Maharashtra,Osmanabad,489.0,489.0
112,2014,7,Maharashtra,Osmanabad,191.0,191.0
112,2015,7,Maharashtra,Osmanabad,97.0,97.0
112,2016,7,Maharashtra,Osmanabad,190.0,190.0
112,2017,7,Maharashtra,Osmanabad,293.0,293.0
