"Dist Code","Year","State Code","State Name","Dist Name","RICE IRRIGATED AREA (1000 ha)"
"100","1997","7","Maharashtra","Dhule","1.4"
"100","1998","7","Maharashtra","Dhule","1.8"
"100","1999","7","Maharashtra","Dhule","1.4"
"100","2000","7","Maharashtra","Dhule","0.3"
"100","2001","7","Maharashtra","Dhule","0.3"
"100","2002","7","Maharashtra","Dhule","1.0"
"100","2003","7","Maharashtra","Dhule","0.5"
"100","2004","7","Maharashtra","Dhule","0.6"
"100","2005","7","Maharashtra","Dhule","0.8"
"100","2006","7","Maharashtra","Dhule","0.8"
"100","2007","7","Maharashtra","Dhule","0.8"
"100","2008","7","Maharashtra","Dhule","0.9"
"100","2009","7","Maharashtra","Dhule","-1.0"
"100","2010","7","Maharashtra","Dhule","-1.0"
"100","2011","7","Maharashtra","Dhule","-1.0"
"100","2012","7","Maharashtra","Dhule","-1.0"
"100","2013","7","Maharashtra","Dhule","-1.0"
"100","2014","7","Maharashtra","Dhule","-1.0"
"100","2015","7","Maharashtra","Dhule","-1.0"
"100","2016","7","Maharashtra","Dhule","-1.0"
"100","2017","7","Maharashtra","Dhule","-1.0"
"100","2018","7","Maharashtra","Dhule","-1.0"
"100","2019","7","Maharashtra","Dhule","-1.0"
"101","1990","7","Maharashtra","Jalgaon","3.2"
"101","1991","7","Maharashtra","Jalgaon","3.5"
"101","1992","7","Maharashtra","Jalgaon","1.6"
"101","1993","7","Maharashtra","Jalgaon","0.4"
"101","1994","7","Maharashtra","Jalgaon","1.1"
"101","1995","7","Maharashtra","Jalgaon","0.3"
"101","1996","7","Maharashtra","Jalgaon","0.2"
"101","1997","7","Maharashtra","Jalgaon","0.6"
"101","1998","7","Maharashtra","Jalgaon","0.6"
"101","1999","7","Maharashtra","Jalgaon","0.4"
"101","2000","7","Maharashtra","Jalgaon","0.0"
"101","2001","7","Maharashtra","Jalgaon","0.1"
"101","2002","7","Maharashtra","Jalgaon","0.2"
"101","2003","7","Maharashtra","Jalgaon","0.0"
"101","2004","7","Maharashtra","Jalgaon","0.0"
"101","2005","7","Maharashtra","Jalgaon","0.0"
"101","2006","7","Maharashtra","Jalgaon","0.0"
"101","2007","7","Maharashtra","Jalgaon","0.0"
"101","2008","7","Maharashtra","Jalgaon","0.0"
"101","2009","7","Maharashtra","Jalgaon","-1.0"
"101","2010","7","Maharashtra","Jalgaon","-1.0"
"101","2011","7","Maharashtra","Jalgaon","-1.0"
"101","2012","7","Maharashtra","Jalgaon","-1.0"
"101","2013","7","Maharashtra","Jalgaon","-1.0"
"101","2014","7","Maharashtra","Jalgaon","-1.0"
"101","2015","7","Maharashtra","Jalgaon","-1.0"
"101","2016","7","Maharashtra","Jalgaon","-1.0"
"101","2017","7","Maharashtra","Jalgaon","-1.0"
"101","2018","7","Maharashtra","Jalgaon","-1.0"
"101","2019","7","Maharashtra","Jalgaon","-1.0"
"102","1990","7","Maharashtra","Ahmednagar","0.8"
"102","1991","7","Maharashtra","Ahmednagar","0.7"
"102","1992","7","Maharashtra","Ahmednagar","0.4"
"102","1993","7","Maharashtra","Ahmednagar","0.4"
"102","1994","7","Maharashtra","Ahmednagar","0.3"
"102","1995","7","Maharashtra","Ahmednagar","0.1"
"102","1996","7","Maharashtra","Ahmednagar","0.0"
"102","1997","7","Maharashtra","Ahmednagar","0.3"
"102","1998","7","Maharashtra","Ahmednagar","0.3"
"102","1999","7","Maharashtra","Ahmednagar","0.7"
"102","2000","7","Maharashtra","Ahmednagar","0.0"
"102","2001","7","Maharashtra","Ahmednagar","0.0"
"102","2002","7","Maharashtra","Ahmednagar","0.8"
"102","2003","7","Maharashtra","Ahmednagar","0.0"
"102","2004","7","Maharashtra","Ahmednagar","0.0"
"102","2005","7","Maharashtra","Ahmednagar","0.0"
"102","2006","7","Maharashtra","Ahmednagar","0.0"
"102","2007","7","Maharashtra","Ahmednagar","0.0"
"102","2008","7","Maharashtra","Ahmednagar","0.0"
"102","2009","7","Maharashtra","Ahmednagar","-1.0"
"102","2010","7","Maharashtra","Ahmednagar","-1.0"
"102","2011","7","Maharashtra","Ahmednagar","-1.0"
"102","2012","7","Maharashtra","Ahmednagar","-1.0"
"102","2013","7","Maharashtra","Ahmednagar","-1.0"
"102","2014","7","Maharashtra","Ahmednagar","-1.0"
"102","2015","7","Maharashtra","Ahmednagar","-1.0"
"102","2016","7","Maharashtra","Ahmednagar","-1.0"
"102","2017","7","Maharashtra","Ahmednagar","-1.0"
"102","2018","7","Maharashtra","Ahmednagar","-1.0"
"102","2019","7","Maharashtra","Ahmednagar","-1.0"
"103","1990","7","Maharashtra","Pune","3.0"
"103","1991","7","Maharashtra","Pune","2.4"
"103","1992","7","Maharashtra","Pune","0.7"
"103","1993","7","Maharashtra","Pune","1.4"
"103","1994","7","Maharashtra","Pune","0.9"
"103","1995","7","Maharashtra","Pune","0.8"
"103","1996","7","Maharashtra","Pune","0.8"
"103","1997","7","Maharashtra","Pune","2.2"
"103","1998","7","Maharashtra","Pune","2.5"
"103","1999","7","Maharashtra","Pune","2.7"
"103","2000","7","Maharashtra","Pune","0.5"
"103","2001","7","Maharashtra","Pune","0.5"
"103","2002","7","Maharashtra","Pune","2.6"
"103","2003","7","Maharashtra","Pune","0.5"
"103","2004","7","Maharashtra","Pune","0.6"
"103","2005","7","Maharashtra","Pune","0.6"
"103","2006","7","Maharashtra","Pune","0.6"
"103","2007","7","Maharashtra","Pune","0.6"
"103","2008","7","Maharashtra","Pune","0.5"
"103","2009","7","Maharashtra","Pune","-1.0"
"103","2010","7","Maharashtra","Pune","-1.0"
"103","2011","7","Maharashtra","Pune","-1.0"
"103","2012","7","Maharashtra","Pune","-1.0"
"103","2013","7","Maharashtra","Pune","-1.0"
"103","2014","7","Maharashtra","Pune","-1.0"
"103","2015","7","Maharashtra","Pune","-1.0"
"103","2016","7","Maharashtra","Pune","-1.0"
"103","2017","7","Maharashtra","Pune","-1.0"
"103","2018","7","Maharashtra","Pune","-1.0"
"103","2019","7","Maharashtra","Pune","-1.0"
"104","1990","7","Maharashtra","Satara","16.3"
"104","1991","7","Maharashtra","Satara","16.1"
"104","1992","7","Maharashtra","Satara","18.1"
"104","1993","7","Maharashtra","Satara","9.6"
"104","1994","7","Maharashtra","Satara","14.9"
"104","1995","7","Maharashtra","Satara","7.5"
"104","1996","7","Maharashtra","Satara","7.5"
"104","1997","7","Maharashtra","Satara","15.0"
"104","1998","7","Maharashtra","Satara","15.5"
"104","1999","7","Maharashtra","Satara","12.7"
"104","2000","7","Maharashtra","Satara","7.8"
"104","2001","7","Maharashtra","Satara","7.6"
"104","2002","7","Maharashtra","Satara","11.0"
"104","2003","7","Maharashtra","Satara","7.1"
"104","2004","7","Maharashtra","Satara","7.1"
"104","2005","7","Maharashtra","Satara","6.9"
"104","2006","7","Maharashtra","Satara","7.3"
"104","2007","7","Maharashtra","Satara","7.9"
"104","2008","7","Maharashtra","Satara","7.4"
"104","2009","7","Maharashtra","Satara","-1.0"
"104","2010","7","Maharashtra","Satara","-1.0"
"104","2011","7","Maharashtra","Satara","-1.0"
"104","2012","7","Maharashtra","Satara","-1.0"
"104","2013","7","Maharashtra","Satara","-1.0"
"104","2014","7","Maharashtra","Satara","-1.0"
"104","2015","7","Maharashtra","Satara","-1.0"
"104","2016","7","Maharashtra","Satara","-1.0"
"104","2017","7","Maharashtra","Satara","-1.0"
"104","2018","7","Maharashtra","Satara","-1.0"
"104","2019","7","Maharashtra","Satara","-1.0"
"105","1990","7","Maharashtra","Sangli","4.3"
"105","1991","7","Maharashtra","Sangli","5.5"
"105","1992","7","Maharashtra","Sangli","3.4"
"105","1993","7","Maharashtra","Sangli","2.2"
"105","1994","7","Maharashtra","Sangli","2.1"
"105","1995","7","Maharashtra","Sangli","1.9"
"105","1996","7","Maharashtra","Sangli","1.6"
"105","1997","7","Maharashtra","Sangli","3.5"
"105","1998","7","Maharashtra","Sangli","3.3"
"105","1999","7","Maharashtra","Sangli","2.2"
"105","2000","7","Maharashtra","Sangli","2.1"
"105","2001","7","Maharashtra","Sangli","2.2"
"105","2002","7","Maharashtra","Sangli","3.3"
"105","2003","7","Maharashtra","Sangli","1.4"
"105","2004","7","Maharashtra","Sangli","1.5"
"105","2005","7","Maharashtra","Sangli","1.6"
"105","2006","7","Maharashtra","Sangli","1.6"
"105","2007","7","Maharashtra","Sangli","1.7"
"105","2008","7","Maharashtra","Sangli","2.0"
"105","2009","7","Maharashtra","Sangli","-1.0"
"105","2010","7","Maharashtra","Sangli","-1.0"
"105","2011","7","Maharashtra","Sangli","-1.0"
"105","2012","7","Maharashtra","Sangli","-1.0"
"105","2013","7","Maharashtra","Sangli","-1.0"
"105","2014","7","Maharashtra","Sangli","-1.0"
"105","2015","7","Maharashtra","Sangli","-1.0"
"105","2016","7","Maharashtra","Sangli","-1.0"
"105","2017","7","Maharashtra","Sangli","-1.0"
"105","2018","7","Maharashtra","Sangli","-1.0"
"105","2019","7","Maharashtra","Sangli","-1.0"
"106","1990","7","Maharashtra","Solapur","3.4"
"106","1991","7","Maharashtra","Solapur","2.5"
"106","1992","7","Maharashtra","Solapur","1.8"
"106","1993","7","Maharashtra","Solapur","0.7"
"106","1994","7","Maharashtra","Solapur","1.2"
"106","1995","7","Maharashtra","Solapur","0.2"
"106","1996","7","Maharashtra","Solapur","0.3"
"106","1997","7","Maharashtra","Solapur","1.1"
"106","1998","7","Maharashtra","Solapur","1.1"
"106","1999","7","Maharashtra","Solapur","2.0"
"106","2000","7","Maharashtra","Solapur","0.1"
"106","2001","7","Maharashtra","Solapur","0.0"
"106","2002","7","Maharashtra","Solapur","0.5"
"106","2003","7","Maharashtra","Solapur","0.0"
"106","2004","7","Maharashtra","Solapur","0.0"
"106","2005","7","Maharashtra","Solapur","0.0"
"106","2006","7","Maharashtra","Solapur","0.0"
"106","2007","7","Maharashtra","Solapur","0.0"
"106","2008","7","Maharashtra","Solapur","0.0"
"106","2009","7","Maharashtra","Solapur","-1.0"
"106","2010","7","Maharashtra","Solapur","-1.0"
"106","2011","7","Maharashtra","Solapur","-1.0"
"106","2012","7","Maharashtra","Solapur","-1.0"
"106","2013","7","Maharashtra","Solapur","-1.0"
"106","2014","7","Maharashtra","Solapur","-1.0"
"106","2015","7","Maharashtra","Solapur","-1.0"
"106","2016","7","Maharashtra","Solapur","-1.0"
"106","2017","7","Maharashtra","Solapur","-1.0"
"106","2018","7","Maharashtra","Solapur","-1.0"
"106","2019","7","Maharashtra","Solapur","-1.0"
"107","1990","7","Maharashtra","Kolhapur","3.0"
"107","1991","7","Maharashtra","Kolhapur","1.4"
"107","1992","7","Maharashtra","Kolhapur","0.6"
"107","1993","7","Maharashtra","Kolhapur","2.5"
"107","1994","7","Maharashtra","Kolhapur","0.9"
"107","1995","7","Maharashtra","Kolhapur","1.8"
"107","1996","7","Maharashtra","Kolhapur","2.5"
"107","1997","7","Maharashtra","Kolhapur","7.9"
"107","1998","7","Maharashtra","Kolhapur","7.9"
"107","1999","7","Maharashtra","Kolhapur","7.9"
"107","2000","7","Maharashtra","Kolhapur","2.8"
"107","2001","7","Maharashtra","Kolhapur","2.6"
"107","2002","7","Maharashtra","Kolhapur","3.3"
"107","2003","7","Maharashtra","Kolhapur","2.6"
"107","2004","7","Maharashtra","Kolhapur","5.0"
"107","2005","7","Maharashtra","Kolhapur","4.8"
"107","2006","7","Maharashtra","Kolhapur","4.2"
"107","2007","7","Maharashtra","Kolhapur","4.4"
"107","2008","7","Maharashtra","Kolhapur","5.1"
"107","2009","7","Maharashtra","Kolhapur","-1.0"
"107","2010","7","Maharashtra","Kolhapur","-1.0"
"107","2011","7","Maharashtra","Kolhapur","-1.0"
"107","2012","7","Maharashtra","Kolhapur","-1.0"
"107","2013","7","Maharashtra","Kolhapur","-1.0"
"107","2014","7","Maharashtra","Kolhapur","-1.0"
"107","2015","7","Maharashtra","Kolhapur","-1.0"
"107","2016","7","Maharashtra","Kolhapur","-1.0"
"107","2017","7","Maharashtra","Kolhapur","-1.0"
"107","2018","7","Maharashtra","Kolhapur","-1.0"
"107","2019","7","Maharashtra","Kolhapur","-1.0"
"108","1990","7","Maharashtra","Aurangabad","1.1"
"108","1991","7","Maharashtra","Aurangabad","1.1"
"108","1992","7","Maharashtra","Aurangabad","1.0"
"108","1993","7","Maharashtra","Aurangabad","0.0"
"108","1994","7","Maharashtra","Aurangabad","0.8"
"108","1995","7","Maharashtra","Aurangabad","0.1"
"108","1996","7","Maharashtra","Aurangabad","0.1"
"108","1997","7","Maharashtra","Aurangabad","0.8"
"108","1998","7","Maharashtra","Aurangabad","0.8"
"108","1999","7","Maharashtra","Aurangabad","0.6"
"108","2000","7","Maharashtra","Aurangabad","0.0"
"108","2001","7","Maharashtra","Aurangabad","0.0"
"108","2002","7","Maharashtra","Aurangabad","0.5"
"108","2003","7","Maharashtra","Aurangabad","0.0"
"108","2004","7","Maharashtra","Aurangabad","0.0"
"108","2005","7","Maharashtra","Aurangabad","0.0"
"108","2006","7","Maharashtra","Aurangabad","0.0"
"108","2007","7","Maharashtra","Aurangabad","0.0"
"108","2008","7","Maharashtra","Aurangabad","0.0"
"108","2009","7","Maharashtra","Aurangabad","-1.0"
"108","2010","7","Maharashtra","Aurangabad","-1.0"
"108","2011","7","Maharashtra","Aurangabad","-1.0"
"108","2012","7","Maharashtra","Aurangabad","-1.0"
"108","2013","7","Maharashtra","Aurangabad","-1.0"
"108","2014","7","Maharashtra","Aurangabad","-1.0"
"108","2015","7","Maharashtra","Aurangabad","-1.0"
"108","2016","7","Maharashtra","Aurangabad","-1.0"
"108","2017","7","Maharashtra","Aurangabad","-1.0"
"108","2018","7","Maharashtra","Aurangabad","-1.0"
"108","2019","7","Maharashtra","Aurangabad","-1.0"
"109","1990","7","Maharashtra","Parbhani","1.3"
"109","1991","7","Maharashtra","Parbhani","3.4"
"109","1992","7","Maharashtra","Parbhani","1.4"
"109","1993","7","Maharashtra","Parbhani","0.0"
"109","1994","7","Maharashtra","Parbhani","1.4"
"109","1995","7","Maharashtra","Parbhani","0.0"
"109","1996","7","Maharashtra","Parbhani","0.0"
"109","1997","7","Maharashtra","Parbhani","2.3"
"109","1998","7","Maharashtra","Parbhani","3.2"
"109","1999","7","Maharashtra","Parbhani","2.0"
"109","2000","7","Maharashtra","Parbhani","0.0"
"109","2001","7","Maharashtra","Parbhani","0.0"
"109","2002","7","Maharashtra","Parbhani","2.2"
"109","2003","7","Maharashtra","Parbhani","0.0"
"109","2004","7","Maharashtra","Parbhani","0.0"
"109","2005","7","Maharashtra","Parbhani","0.0"
"109","2006","7","Maharashtra","Parbhani","0.0"
"109","2007","7","Maharashtra","Parbhani","0.0"
"109","2008","7","Maharashtra","Parbhani","0.0"
"109","2009","7","Maharashtra","Parbhani","-1.0"
"109","2010","7","Maharashtra","Parbhani","-1.0"
"109","2011","7","Maharashtra","Parbhani","-1.0"
"109","2012","7","Maharashtra","Parbhani","-1.0"
"109","2013","7","Maharashtra","Parbhani","-1.0"
"109","2014","7","Maharashtra","Parbhani","-1.0"
"109","2015","7","Maharashtra","Parbhani","-1.0"
"109","2016","7","Maharashtra","Parbhani","-1.0"
"109","2017","7","Maharashtra","Parbhani","-1.0"
"109","2018","7","Maharashtra","Parbhani","-1.0"
"109","2019","7","Maharashtra","Parbhani","-1.0"
"110","1990","7","Maharashtra","Bid","6.5"
"110","1991","7","Maharashtra","Bid","0.7"
"110","1992","7","Maharashtra","Bid","0.6"
"110","1993","7","Maharashtra","Bid","0.0"
"110","1994","7","Maharashtra","Bid","1.5"
"110","1995","7","Maharashtra","Bid","0.1"
"110","1996","7","Maharashtra","Bid","0.2"
"110","1997","7","Maharashtra","Bid","3.2"
"110","1998","7","Maharashtra","Bid","1.3"
"110","1999","7","Maharashtra","Bid","1.5"
"110","2000","7","Maharashtra","Bid","0.0"
"110","2001","7","Maharashtra","Bid","0.0"
"110","2002","7","Maharashtra","Bid","1.4"
"110","2003","7","Maharashtra","Bid","0.0"
"110","2004","7","Maharashtra","Bid","0.0"
"110","2005","7","Maharashtra","Bid","0.0"
"110","2006","7","Maharashtra","Bid","0.0"
"110","2007","7","Maharashtra","Bid","0.0"
"110","2008","7","Maharashtra","Bid","0.0"
"110","2009","7","Maharashtra","Bid","-1.0"
"110","2010","7","Maharashtra","Bid","-1.0"
"110","2011","7","Maharashtra","Bid","-1.0"
"110","2012","7","Maharashtra","Bid","-1.0"
"110","2013","7","Maharashtra","Bid","-1.0"
"110","2014","7","Maharashtra","Bid","-1.0"
"110","2015","7","Maharashtra","Bid","-1.0"
"110","2016","7","Maharashtra","Bid","-1.0"
"110","2017","7","Maharashtra","Bid","-1.0"
"110","2018","7","Maharashtra","Bid","-1.0"
"110","2019","7","Maharashtra","Bid","-1.0"
"111","1990","7","Maharashtra","Nanded","5.4"
"111","1991","7","Maharashtra","Nanded","5.0"
"111","1992","7","Maharashtra","Nanded","4.0"
"111","1993","7","Maharashtra","Nanded","6.5"
"111","1994","7","Maharashtra","Nanded","4.1"
"111","1995","7","Maharashtra","Nanded","1.5"
"111","1996","7","Maharashtra","Nanded","0.0"
"111","1997","7","Maharashtra","Nanded","4.3"
"111","1998","7","Maharashtra","Nanded","6.0"
"111","1999","7","Maharashtra","Nanded","5.1"
"111","2000","7","Maharashtra","Nanded","0.0"
"111","2001","7","Maharashtra","Nanded","0.0"
"111","2002","7","Maharashtra","Nanded","5.4"
"111","2003","7","Maharashtra","Nanded","0.0"
"111","2004","7","Maharashtra","Nanded","0.0"
"111","2005","7","Maharashtra","Nanded","0.0"
"111","2006","7","Maharashtra","Nanded","0.0"
"111","2007","7","Maharashtra","Nanded","0.0"
"111","2008","7","Maharashtra","Nanded","0.0"
"111","2009","7","Maharashtra","Nanded","-1.0"
"111","2010","7","Maharashtra","Nanded","-1.0"
"111","2011","7","Maharashtra","Nanded","-1.0"
"111","2012","7","Maharashtra","Nanded","-1.0"
"111","2013","7","Maharashtra","Nanded","-1.0"
"111","2014","7","Maharashtra","Nanded","-1.0"
"111","2015","7","Maharashtra","Nanded","-1.0"
"111","2016","7","Maharashtra","Nanded","-1.0"
"111","2017","7","Maharashtra","Nanded","-1.0"
"111","2018","7","Maharashtra","Nanded","-1.0"
"111","2019","7","Maharashtra","Nanded","-1.0"
"112","1990","7","Maharashtra","Osmanabad","14.5"
"112","1991","7","Maharashtra","Osmanabad","3.6"
"112","1992","7","Maharashtra","Osmanabad","1.8"
"112","1993","7","Maharashtra","Osmanabad","0.0"
"112","1994","7","Maharashtra","Osmanabad","5.9"
"112","1995","7","Maharashtra","Osmanabad","0.0"
"112","1996","7","Maharashtra","Osmanabad","0.0"
"112","1997","7","Maharashtra","Osmanabad","7.3"
"112","1998","7","Maharashtra","Osmanabad","7.3"
"112","1999","7","Maharashtra","Osmanabad","5.9"
"112","2000","7","Maharashtra","Osmanabad","0.0"
"112","2001","7","Maharashtra","Osmanabad","0.0"
"112","2002","7","Maharashtra","Osmanabad","6.1"
"112","2003","7","Maharashtra","Osmanabad","0.0"
"112","2004","7","Maharashtra","Osmanabad","0.0"
"112","2005","7","Maharashtra","Osmanabad","0.0"
"112","2006","7","Maharashtra","Osmanabad","0.0"
"112","2007","7","Maharashtra","Osmanabad","0.0"
"112","2008","7","Maharashtra","Osmanabad","0.0"
"112","2009","7","Maharashtra","Osmanabad","-1.0"
"112","2010","7","Maharashtra","Osmanabad","-1.0"
"112","2011","7","Maharashtra","Osmanabad","-1.0"
"112","2012","7","Maharashtra","Osmanabad","-1.0"
"112","2013","7","Maharashtra","Osmanabad","-1.0"
"112","2014","7","Maharashtra","Osmanabad","-1.0"
"112","2015","7","Maharashtra","Osmanabad","-1.0"
"112","2016","7","Maharashtra","Osmanabad","-1.0"
"112","2017","7","Maharashtra","Osmanabad","-1.0"
"112","2018","7","Maharashtra","Osmanabad","-1.0"
"112","2019","7","Maharashtra","Osmanabad","-1.0"
"113","1990","7","Maharashtra","Buldhana","2.1"
"113","1991","7","Maharashtra","Buldhana","1.3"
"113","1992","7","Maharashtra","Buldhana","1.1"
"113","1993","7","Maharashtra","Buldhana","0.0"
"113","1994","7","Maharashtra","Buldhana","0.2"
"113","1995","7","Maharashtra","Buldhana","0.0"
"113","1996","7","Maharashtra","Buldhana","0.0"
"113","1997","7","Maharashtra","Buldhana","0.3"
"113","1998","7","Maharashtra","Buldhana","1.5"
"113","1999","7","Maharashtra","Buldhana","0.2"
"113","2000","7","Maharashtra","Buldhana","0.0"
"113","2001","7","Maharashtra","Buldhana","0.0"
"113","2002","7","Maharashtra","Buldhana","0.2"
"113","2003","7","Maharashtra","Buldhana","0.0"
"113","2004","7","Maharashtra","Buldhana","0.0"
"113","2005","7","Maharashtra","Buldhana","0.0"
"113","2006","7","Maharashtra","Buldhana","0.0"
"113","2007","7","Maharashtra","Buldhana","0.0"
"113","2008","7","Maharashtra","Buldhana","0.0"
"113","2009","7","Maharashtra","Buldhana","-1.0"
"113","2010","7","Maharashtra","Buldhana","-1.0"
"113","2011","7","Maharashtra","Buldhana","-1.0"
"113","2012","7","Maharashtra","Buldhana","-1.0"
